country,continent,year,lifeExp,pop,gdpPercap,fit.pr
Czech Republic,Europe,1962,69.9,9620282,10136.86713,65.58865668008492
Czech Republic,Europe,1967,70.38,9835109,11399.44489,67.40027745113008
Czech Republic,Europe,1972,70.29,9862158,13108.4536,69.34437653081072
Czech Republic,Europe,1977,70.71,10161915,14800.16062,71.28334133692064
Czech Republic,Europe,1982,70.96,10303704,15377.22855,72.89153718227146
Czech Republic,Europe,1987,71.58,10311597,16310.4434,74.60541956568005
Czech Republic,Europe,1992,72.4,10315702,14297.02122,75.44488791059715
Czech Republic,Europe,1997,74.01,10300707,16048.51424,77.40159420205902
Czech Republic,Europe,2002,75.51,10256295,17596.21022,79.29782375649332
Czech Republic,Europe,2007,76.486,10228744,22833.30851,82.28888282018242
Denmark,Europe,1952,70.78,4334000,9692.385245,62.58285468600815
Denmark,Europe,1957,71.81,4487831,11099.65935,64.43741407287135
Denmark,Europe,1962,72.35,4646899,13583.31351,66.61138905835148
Denmark,Europe,1967,72.96,4838800,15937.21123,68.74685884228641
Denmark,Europe,1972,73.47,4991596,18866.20721,71.0529889372594
Denmark,Europe,1977,74.69,5088419,20422.9015,72.95188873865882
Denmark,Europe,1982,74.63,5117810,21688.04048,74.76426955130424
Denmark,Europe,1987,74.8,5127024,25116.17581,77.21851916366602
Denmark,Europe,1992,75.33,5171393,26406.73985,79.03844485855079
Denmark,Europe,1997,76.11,5283663,29804.34567,81.48363484400213
Denmark,Europe,2002,77.18,5374693,32166.50006,83.62155479335807
Denmark,Europe,2007,78.332,5468120,35278.41874,85.98196716850684
Djibouti,Africa,1952,34.812,63149,2669.529475,41.10328555513659
Djibouti,Africa,1957,37.328,71851,2864.969076,42.5982332586341
Djibouti,Africa,1962,39.693,89898,3020.989263,44.08148325771815
Djibouti,Africa,1967,42.074,127617,3020.050513,45.5181557188896
Djibouti,Africa,1972,44.366,178848,3694.212352,47.15516416525549
Djibouti,Africa,1977,46.519,228694,3081.761022,48.41037037210984
Djibouti,Africa,1982,48.812,305991,2879.468067,49.787291007125326
Djibouti,Africa,1987,50.04,311025,2880.102568,51.22443033026398
Djibouti,Africa,1992,51.604,384156,2377.156192,52.5121321136305
Djibouti,Africa,1997,53.157,417908,1895.016984,53.80600842056922
Djibouti,Africa,2002,53.373,447416,1908.260867,55.24688957567607
Djibouti,Africa,2007,54.791,496374,2082.481567,56.73554057390352
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,55.05263876017206
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,56.533118798709765
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,58.00500748631718
Dominican Republic,Americas,1967,56.751,4049146,1653.723003,59.43946156267704
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,61.0355154631835
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,62.618501363223544
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,64.1086013273677
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,65.55705135575067
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,67.03684476889288
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,68.64290969555432
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,70.36168608280181
Dominican Republic,Americas,2007,72.235,9319622,6025.374752,72.23235675774718
Ecuador,Americas,1952,48.357,3548753,3522.110717,55.68305219444333
Ecuador,Americas,1957,51.356,4058385,3780.546651,57.19669404906562
Ecuador,Americas,1962,54.64,4681707,4086.114078,58.72432216623558
Ecuador,Americas,1967,56.678,5432424,4579.074215,60.30755903829008
Ecuador,Americas,1972,58.796,6298651,5280.99471,61.95280486111223
Ecuador,Americas,1977,61.31,7278866,6679.62326,63.80479868099667
Ecuador,Americas,1982,64.342,8365850,7213.791267,65.40026398147906
Ecuador,Americas,1987,67.231,9545158,6481.776993,66.61998990499598
Ecuador,Americas,1992,69.613,10748394,7103.702595,68.24149725689868
Ecuador,Americas,1997,72.312,11911819,7429.455877,69.77511552311354
Ecuador,Americas,2002,74.173,12921234,5773.044512,70.72052676678301
Ecuador,Americas,2007,74.994,13755680,6873.262326,72.48396725141158
Egypt,Africa,1952,41.893,22223309,1418.822445,40.732138456278605
Egypt,Africa,1957,44.444,25009741,1458.915272,42.180987030960125
Egypt,Africa,1962,46.992,28173309,1693.335853,43.68750233365601
Egypt,Africa,1967,49.293,31681188,1814.880728,45.16052178975589
Egypt,Africa,1972,51.137,34807417,2024.008147,46.65953135092155
Egypt,Africa,1977,53.319,38783863,2785.493582,48.32245305957816
Egypt,Africa,1982,56.006,45681811,3503.729636,49.97254052176416
Egypt,Africa,1987,59.797,52799062,3885.46071,51.52277018825338
Egypt,Africa,1992,63.674,59402198,3794.755195,52.93280437714806
Egypt,Africa,1997,67.217,66134291,4173.181797,54.48205344213218
Egypt,Africa,2002,69.806,73312559,4754.604414,56.09154154011109
Egypt,Africa,2007,71.338,80264543,5581.180998,57.773779036184905
El Salvador,Americas,1952,45.262,2042865,3048.3029,55.54244980517253
El Salvador,Americas,1957,48.57,2355805,3421.523218,57.09015390626337
El Salvador,Americas,1962,52.307,2747687,3776.803627,58.63253434240356
El Salvador,Americas,1967,55.855,3232927,4358.595393,60.24213198528557
El Salvador,Americas,1972,58.207,3790903,4520.246008,61.72705281292291
El Salvador,Americas,1977,56.696,4282586,5138.922374,63.34759595459413
El Salvador,Americas,1982,56.604,4474873,4098.344175,64.47575558574282
El Salvador,Americas,1987,63.154,4842194,4140.442097,65.92519917202523
El Salvador,Americas,1992,66.798,5274649,4444.2317,67.45229972022497
El Salvador,Americas,1997,69.535,5783439,5154.825496,69.10011934364665
El Salvador,Americas,2002,70.734,6353681,5351.568666,70.59545388102366
El Salvador,Americas,2007,71.878,6939688,5728.353514,72.144215755786945
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,40.422575169573626
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,41.87449820840806
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,43.35796346278601
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,44.893659200108004
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,46.258445500013075
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,47.78031285080119
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,49.208141359960365
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,50.656686847778346
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,52.14264855633698
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,54.078859138544054
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,56.96662458803792
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,59.72428859265797
Eritrea,Africa,1952,35.928,1438760,328.9405571,40.408716191040405
Eritrea,Africa,1957,38.047,1542611,344.1618859,41.85018415285275
Eritrea,Africa,1962,40.158,1666618,380.9958433,43.298065658533616
Eritrea,Africa,1967,42.189,1820319,468.7949699,44.76107106952378
Eritrea,Africa,1972,44.142,2260187,514.3242082,46.2115328983358
Eritrea,Africa,1977,44.535,2512642,505.7538077,47.645940668516765
Eritrea,Africa,1982,43.89,2637297,524.8758493,49.088566166190404
Eritrea,Africa,1987,46.453,2915959,521.1341333,50.52440684767713
Eritrea,Africa,1992,49.991,3668440,582.8585102,51.97967458111974
Eritrea,Africa,1997,53.378,4058319,913.47079,53.51473475410699
Eritrea,Africa,2002,55.24,4414865,765.3500015,54.90773097033618
Eritrea,Africa,2007,58.04,4906585,641.3695236,56.30789081963836
Ethiopia,Africa,1952,34.078,20860941,362.1462796,40.418569983555955
Ethiopia,Africa,1957,36.667,22815614,378.9041632,41.860493917744385
Ethiopia,Africa,1962,40.059,25145372,419.4564161,43.309478826983735
Ethiopia,Africa,1967,42.115,27860297,516.1186438,44.77511436172091
Ethiopia,Africa,1972,43.515,30770372,566.2439442,46.22694007118096
Ethiopia,Africa,1977,44.51,34617799,556.8083834,47.661091105189755
Ethiopia,Africa,1982,44.916,38111756,577.8607471,49.104289425618916
Ethiopia,Africa,1987,46.684,42999530,573.7413142,50.54001801967968
Ethiopia,Africa,1992,48.091,52088559,421.3534653,51.931747986459456
Ethiopia,Africa,1997,49.402,59861301,515.8894013,53.39675254449557
Ethiopia,Africa,2002,50.725,67946797,530.0535319,54.837906782921515
Ethiopia,Africa,2007,52.947,76511887,690.8055759,56.32256095976713
Finland,Europe,1952,66.55,4090500,6424.519071,61.61311595355997
Finland,Europe,1957,67.49,4324000,7545.415386,63.382692779850316
Finland,Europe,1962,68.75,4491443,9371.842561,65.36163576908915
Finland,Europe,1967,69.83,4605744,10921.63626,67.25848782128062
Finland,Europe,1972,70.87,4639657,14358.8759,69.71543913608954
Finland,Europe,1977,72.52,4738902,15605.42283,71.52230276105325
Finland,Europe,1982,74.55,4826933,18533.15761,73.82805859514032
Finland,Europe,1987,74.83,4931729,21141.01223,76.0388900460437
Finland,Europe,1992,75.7,5041039,20647.16499,77.32929199647376
Finland,Europe,1997,77.13,5134406,23723.9502,79.67927852036355
Finland,Europe,2002,78.37,5193039,28204.59057,82.44585882469353
Finland,Europe,2007,79.313,5238460,33207.0844,85.3672990546993
France,Europe,1952,67.41,42459667,7029.809327,61.79273573428624
France,Europe,1957,68.93,44310863,8662.834898,63.71428683036598
France,Europe,1962,70.51,47124000,10560.48553,65.7143653683801
France,Europe,1967,71.55,49569000,12999.91766,67.87521747396397
France,Europe,1972,72.38,51732000,16107.19171,70.2342515559486
France,Europe,1977,73.83,53165019,18292.63514,72.3197325579194
France,Europe,1982,74.89,54433565,20293.89746,74.35055784676052
France,Europe,1987,76.34,55630100,22066.44214,76.3135112147541
France,Europe,1992,77.46,57374179,24703.79615,78.53309660463277
France,Europe,1997,78.64,58623428,25889.78487,80.32198959105813
France,Europe,2002,79.59,59925035,28926.03234,82.65994654748378
France,Europe,2007,80.657,61083916,30470.0167,84.5550746793131
Gabon,Africa,1952,37.003,420702,4293.476475,41.58519155173847
Gabon,Africa,1957,38.999,434904,4976.198099,43.22474011285018
Gabon,Africa,1962,40.489,455661,6631.459222,45.152889605211655
Gabon,Africa,1967,44.598,489004,8358.761987,47.10241744260832
Gabon,Africa,1972,48.69,537977,11401.94841,49.442433532158915
Gabon,Africa,1977,52.79,706367,21745.57328,53.94885349168322
Gabon,Africa,1982,56.564,753874,15113.36194,53.41769693736176
Gabon,Africa,1987,60.19,880397,11864.40844,53.89052157278745
Gabon,Africa,1992,61.366,985739,13522.15752,55.81940936596638
Gabon,Africa,1997,60.461,1126189,14722.84188,57.61266328106729
Gabon,Africa,2002,56.761,1299304,12521.71392,58.39642996763049
Gabon,Africa,2007,56.735,1454867,13206.48452,60.03658656202241
Gambia,Africa,1952,30,284320,485.2306591,40.45509525228028
Gambia,Africa,1957,32.065,323150,520.9267111,41.90263908472686
Gambia,Africa,1962,33.896,374020,599.650276,43.36295132432302
Gambia,Africa,1967,35.857,439593,734.7829124,44.84000294631197
Gambia,Africa,1972,38.308,517101,756.0868363,46.28327591718778
Gambia,Africa,1977,41.842,608274,884.7552507,47.758409282395455
Gambia,Africa,1982,45.58,715523,835.8096108,49.18083570713775
Gambia,Africa,1987,49.265,848406,611.6588611,50.551270045286145
Gambia,Africa,1992,52.644,1025384,665.6244126,52.004235348608276
Gambia,Africa,1997,55.861,1235767,653.7301704,53.43765676932896
Gambia,Africa,2002,58.041,1457766,660.5855997,54.8766421518847
Gambia,Africa,2007,59.448,1688359,752.7497265,56.3409428759433
Germany,Europe,1952,67.5,69145952,7144.114393,61.82665574321963
Germany,Europe,1957,69.1,71019069,10187.82665,64.16682787392048
Germany,Europe,1962,70.3,73739117,12902.46291,66.40934675836878
Germany,Europe,1967,70.8,76368453,14745.62561,68.39325601181069
Germany,Europe,1972,71,78717088,18016.18027,70.80074358709764
Germany,Europe,1977,72.5,78160773,20512.92123,72.97860207825642
Germany,Europe,1982,73.8,78335266,22031.53274,74.866200821155
Germany,Europe,1987,74.847,77718298,24639.18566,77.07697241761764
Germany,Europe,1992,76.07,80597764,26505.30317,79.0676935070307
Germany,Europe,1997,77.34,82011073,27788.88416,80.88554698301326
Germany,Europe,2002,78.67,82350671,30035.80198,82.98927049978192
Germany,Europe,2007,79.406,82400996,32170.37442,85.05965554410506
Ghana,Africa,1952,43.149,5581001,911.2989371,40.58153094145612
Ghana,Africa,1957,44.779,6391288,1043.561537,42.05773088060085
Ghana,Africa,1962,46.452,7355248,1190.041118,43.53814970647382
Ghana,Africa,1967,48.072,8490213,1125.69716,44.95600668293364
Ghana,Africa,1972,49.875,9354120,1178.223708,46.40854496221141
Ghana,Africa,1977,51.756,10538093,993.2239571,47.79059735260822
Ghana,Africa,1982,53.744,11400338,876.032569,49.192771863156175
Ghana,Africa,1987,55.729,14168101,847.0061135,50.621109302488094
Ghana,Africa,1992,57.501,16278738,925.060154,52.08122286083221
Ghana,Africa,1997,58.556,18418288,1005.245812,53.54196897630763
Ghana,Africa,2002,58.453,20550751,1111.984578,55.01059472207494
Ghana,Africa,2007,60.022,22873338,1327.60891,56.511532241070555
Greece,Europe,1952,65.86,7733250,3530.690067,60.75437268782035
Greece,Europe,1957,67.86,8096218,4916.299889,62.6025032023806
Greece,Europe,1962,69.51,8448233,6017.190733,64.36614340854742
Greece,Europe,1967,71,8716441,8513.097016,66.54375420944812
Greece,Europe,1972,72.34,8888628,12724.82957,69.23053616502442
Greece,Europe,1977,73.68,9308479,14195.52428,71.10391560565638
Greece,Europe,1982,75.24,9786480,15268.42089,72.85924852763544
Greece,Europe,1987,76.67,9974490,16120.52839,74.54906231869866
Greece,Europe,1992,77.03,10325429,17541.49634,76.40768535174122
Greece,Europe,1997,77.869,10502372,18747.69814,78.2025765662256
Greece,Europe,2002,78.256,10603863,22514.2548,80.75725265082137
Greece,Europe,2007,79.483,10706290,27538.41188,83.68512144658754
Guatemala,Americas,1952,42.023,3146381,2428.237769,55.35844558279789
Guatemala,Americas,1957,44.142,3640876,2617.155967,56.8514580610621
Guatemala,Americas,1962,46.954,4208858,2750.364446,58.327938689669196
Guatemala,Americas,1967,50.016,4690773,3242.531147,59.91094010972537
Guatemala,Americas,1972,53.738,5149581,4031.408271,61.581990297443284
Guatemala,Americas,1977,56.029,5703430,4879.992748,63.27075863202924
Guatemala,Americas,1982,58.137,6395630,4820.49479,64.6900536581665
Guatemala,Americas,1987,60.782,7326406,4246.485974,65.95666767452514
Guatemala,Americas,1992,63.373,8486949,4439.45084,67.45088100083147
Guatemala,Americas,1997,66.322,9803875,4684.313807,68.96049507980037
Guatemala,Americas,2002,68.978,11178650,4858.347495,70.44909058224857
Guatemala,Americas,2007,70.259,12572928,5186.050003,71.98328728094809
Guinea,Africa,1952,33.609,2664249,510.1964923,40.462503859044695
Guinea,Africa,1957,34.558,2876726,576.2670245,41.919061313334865
Guinea,Africa,1962,35.753,3140003,686.3736739,43.388686477929454
Guinea,Africa,1967,37.197,3451418,708.7595409,44.83228051523654
Guinea,Africa,1972,38.842,3811387,741.6662307,46.278996604923734
Guinea,Africa,1977,40.762,4227026,874.6858643,47.75542119369043
Guinea,Africa,1982,42.891,4710497,857.2503577,49.18719824514098
Guinea,Africa,1987,45.552,5650262,805.5724718,50.608813876346545
Guinea,Africa,1992,48.576,6990574,794.3484384,52.04243418141486
Guinea,Africa,1997,51.455,8048834,869.4497668,53.5016715229445
Guinea,Africa,2002,53.676,8807818,945.5835837,54.96121525526126
Guinea,Africa,2007,56.007,9947814,942.6542111,56.39729699951404
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,40.400083667821995
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,41.87618791633393
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,43.33991881813389
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,44.834304675296
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,46.302308783999344
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,47.722790611584855
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,49.18152249197694
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,50.588291524684266
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,52.027950247204956
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,53.48007249790982
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,54.851453764529175
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,56.28945144379256
Haiti,Americas,1952,37.579,3201488,1840.366939,55.183995013780354
Haiti,Americas,1957,40.696,3507701,1726.887882,56.5872711579521
Haiti,Americas,1962,43.59,3880130,1796.589032,58.04490599745816
Haiti,Americas,1967,46.243,4318137,1452.057666,59.37961740815288
Haiti,Americas,1972,48.042,4698301,1654.456946,60.87663039521232
Haiti,Americas,1977,49.923,4908554,1874.298931,62.37881950201977
Haiti,Americas,1982,51.461,5198399,2011.159549,63.85638390225521
Haiti,Americas,1987,53.636,5756203,1823.015995,65.23750336961572
Haiti,Americas,1992,55.089,6326682,1456.309517,66.56563431958844
Haiti,Americas,1997,56.671,6913545,1341.726931,67.96858299171674
Haiti,Americas,2002,58.137,7607651,1270.364932,69.38435736570106
Haiti,Americas,2007,60.916,8502814,1201.637154,70.80091344432
Honduras,Americas,1952,41.912,1517453,2194.926204,55.28921041548635
Honduras,Americas,1957,44.665,1770390,2220.487682,56.733746814818666
Honduras,Americas,1962,48.041,2090162,2291.156835,58.19166890905066
Honduras,Americas,1967,50.924,2500689,2538.269358,59.70195054338074
Honduras,Americas,1972,53.884,2965146,2529.842345,61.13640086377799
Honduras,Americas,1977,57.402,3055235,3203.208066,62.77317306226251
Honduras,Americas,1982,60.909,3669448,3121.760794,64.18595463319595
Honduras,Americas,1987,64.492,4372203,3023.096699,65.5936271148265
Honduras,Americas,1992,66.399,5077347,3081.694603,67.04796706796672
Honduras,Americas,1997,67.659,5867957,3160.454906,68.50829020958783
Honduras,Americas,2002,68.565,6677328,3099.72866,69.92722074146958
Honduras,Americas,2007,70.198,7483763,3548.330846,71.49729439909413
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,50.72310971650987
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,52.33058959888672
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,54.08315538953231
"Hong Kong, China",Asia,1967,70,3722800,6197.962814,55.96680825943392
"Hong Kong, China",Asia,1972,72,4115700,8315.928145,58.03226514698018
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,60.320951433774695
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,62.7592519089868
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,65.82178135615266
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,68.65913351266394
"Hong Kong, China",Asia,1997,80,6495918,28377.63219,71.17032759244123
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,73.15074121300512
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,77.41155280443633
Hungary,Europe,1952,64.03,9504000,5263.673816,61.26863532118013
Hungary,Europe,1957,66.41,9839000,6040.180011,62.936014437817136
Hungary,Europe,1962,67.96,10063000,7550.359877,64.8211110917899
Hungary,Europe,1967,69.5,10223422,9326.64467,66.78517433768137
Hungary,Europe,1972,69.76,10394091,10168.65611,68.4719921246533
Hungary,Europe,1977,69.95,10637171,11674.83737,70.35590219297428
Hungary,Europe,1982,69.39,10705535,12545.99066,72.05136781898717
Hungary,Europe,1987,69.58,10612740,12986.47998,73.6190339850033
Hungary,Europe,1992,69.17,10348684,10535.62855,74.32869527423196
Hungary,Europe,1997,71.04,10244684,11712.7768,76.11496485268538
Hungary,Europe,2002,72.59,10083313,14843.93556,78.48108671830833
Hungary,Europe,2007,73.338,9956108,18008.94444,80.85725360129558
Iceland,Europe,1952,72.49,147962,7267.688428,61.863326317130486
Iceland,Europe,1957,73.47,165110,9244.001412,63.886747894748495
Iceland,Europe,1962,73.68,182053,10350.15906,65.65195102410834
Iceland,Europe,1967,73.73,198676,13319.89568,67.97017089708602
Iceland,Europe,1972,74.46,209275,15798.06362,70.14251784771238
Iceland,Europe,1977,76.11,221823,19654.96247,72.724002961856
Iceland,Europe,1982,76.99,233997,23269.6075,75.23359929603468
Iceland,Europe,1987,77.23,244676,26923.20628,77.75475514891387
Iceland,Europe,1992,78.77,259012,25144.39201,78.66384335130121
Iceland,Europe,1997,78.95,271192,28061.09966,80.96632688643251
Iceland,Europe,2002,80.5,288030,31163.20196,83.32382625248249
Iceland,Europe,2007,81.757,301931,36180.78919,86.24974544637634
India,Asia,1952,37.373,372000000,546.5657493,49.978904034526295
India,Asia,1957,40.249,409000000,590.061996,51.428762573426084
India,Asia,1962,43.605,454000000,658.3471509,52.88597721662657
India,Asia,1967,47.193,506000000,700.7706107,54.335517406195876
India,Asia,1972,50.651,567000000,724.032527,55.77937141098404
India,Asia,1977,54.208,634000000,813.337323,57.242823629113076
India,Asia,1982,56.596,708000000,855.7235377,58.69235276620529
India,Asia,1987,58.553,788000000,976.5126756,60.16514795744902
India,Asia,1992,60.223,872000000,1164.406809,61.657856544717006
India,Asia,1997,61.765,959000000,1458.817442,63.18217388516122
India,Asia,2002,62.879,1034172547,1746.769454,64.70457463091996
India,Asia,2007,64.698,1110396331,2452.210407,66.35086514905603
Indonesia,Asia,1952,37.468,82052000,749.6816546,50.039178644947256
Indonesia,Asia,1957,39.918,90124000,858.9002707,51.50854028581081
Indonesia,Asia,1962,42.518,99028000,849.2897701,52.94263940646364
Indonesia,Asia,1967,45.964,109343000,762.4317721,54.35381534537498
Indonesia,Asia,1972,49.203,121282000,1111.107907,55.894235964297025
Indonesia,Asia,1977,52.702,136725000,1382.702056,57.41178251698709
Indonesia,Asia,1982,56.159,153343000,1516.872988,58.88854875335858
Indonesia,Asia,1987,60.137,169276000,1748.356961,60.394192618128926
Indonesia,Asia,1992,62.681,184816000,2383.140898,62.019515678760314
Indonesia,Asia,1997,66.041,199278000,3119.335603,63.67493236758227
Indonesia,Asia,2002,68.588,211060000,2873.91287,65.03905424829708
Indonesia,Asia,2007,70.65,223547000,3540.651564,66.67385987764422
Iran,Asia,1952,44.869,17272000,3035.326002,50.717443217073836
Iran,Asia,1957,47.181,19792000,3290.257643,52.2300451733432
Iran,Asia,1962,49.325,22874000,4187.329802,53.93320221933237
Iran,Asia,1967,52.469,26538000,5906.731805,55.88038550694661
Iran,Asia,1972,55.234,30614000,9613.818607,58.41741392127527
Iran,Asia,1977,57.702,35480679,11888.59508,60.52940448859296
Iran,Asia,1982,59.62,43072751,7608.334602,60.696188953350784
Iran,Asia,1987,63.04,51889696,6642.881371,61.84664190600179
Iran,Asia,1992,65.742,60397973,7235.653188,63.45949787715429
Iran,Asia,1997,68.042,63327987,8263.590301,65.20148907603
Iran,Asia,2002,69.451,66907826,9240.761975,66.92841563949938
Iran,Asia,2007,70.964,69453570,11605.71449,69.06716593197412
Iraq,Asia,1952,45.32,5441766,4129.766056,51.0422181173285
Iraq,Asia,1957,48.437,6248643,6229.333562,53.102215453428855
Iraq,Asia,1962,51.457,7240260,8341.737815,55.166022092022544
Iraq,Asia,1967,54.459,8519282,8931.459811,56.77797302931097
Iraq,Asia,1972,56.95,10061506,9576.037596,58.40620241267395
Iraq,Asia,1977,60.413,11882916,14688.23507,61.36019718041567
Iraq,Asia,1982,62.038,14173318,14517.90711,62.746603422271676
Iraq,Asia,1987,65.044,16543189,11643.57268,63.330596203132174
Iraq,Asia,1992,59.461,17861905,3745.640687,62.42383725987588
Iraq,Asia,1997,58.811,20775703,3076.239795,63.66214369387333
Iraq,Asia,2002,57.046,24001816,4390.717312,65.4891657089988
Iraq,Asia,2007,59.545,27499638,4471.061906,66.94995898870523
Ireland,Europe,1952,66.91,2952156,5210.280328,61.25279081267912
Ireland,Europe,1957,68.9,2878220,5599.077872,62.80511745294139
Ireland,Europe,1962,70.29,2830000,6631.597314,64.54846845717005
Ireland,Europe,1967,71.08,2900100,7655.568963,66.28928290527685
Ireland,Europe,1972,71.28,3024400,9530.772896,68.28270038917283
Ireland,Europe,1977,72.03,3271900,11150.98113,70.20044794267343
Ireland,Europe,1982,73.1,3480000,12618.32141,72.07283195677228
Ireland,Europe,1987,74.36,3539900,13872.86652,73.88206904029339
Ireland,Europe,1992,75.467,3557761,17558.81555,76.41282482436897
Ireland,Europe,1997,76.122,3667233,24521.94713,79.91608397388936
Ireland,Europe,2002,77.783,3879155,34077.04939,84.18850998273969
Ireland,Europe,2007,78.885,4109086,40675.99635,87.58369740809164
Israel,Asia,1952,65.39,1620914,4086.522128,51.02938548903472
Israel,Asia,1957,67.84,1944401,5385.278451,52.85174224250919
Israel,Asia,1962,69.39,2310904,7105.630706,54.79920751724313
Israel,Asia,1967,70.75,2693585,8393.741404,56.618405183305825
Israel,Asia,1972,71.63,3095893,12786.93223,59.35903485029746
Israel,Asia,1977,73.06,3495918,13306.61921,60.9502029084756
Israel,Asia,1982,74.45,3858421,15367.0292,62.998580258349534
Israel,Asia,1987,75.6,4203148,17122.47986,64.95646097880963
Israel,Asia,1992,76.93,4936550,18051.52254,66.6691052714789
Israel,Asia,1997,78.269,5531387,20896.60924,68.95033530185461
Israel,Asia,2002,79.696,6029529,21905.59514,70.68670273148935
Israel,Asia,2007,80.745,6426679,25523.2771,73.19720027413004
Italy,Europe,1952,65.94,47666000,4931.404155,61.1700343556777
Italy,Europe,1957,67.81,49182000,6248.656232,62.99787972101221
Italy,Europe,1962,69.24,50843200,8243.58234,65.02682474001784
Italy,Europe,1967,71.06,52667100,10022.40131,66.99164000250391
Italy,Europe,1972,72.19,54365564,12269.27378,69.09535006166777
Italy,Europe,1977,73.48,56059245,14255.98475,71.12185723986634
Italy,Europe,1982,74.98,56535636,16537.4835,73.23584264174275
Italy,Europe,1987,76.42,56729703,19207.23482,75.46504192786482
Italy,Europe,1992,77.44,56840847,22013.64486,77.7347946659505
Italy,Europe,1997,78.82,57479469,24675.02446,79.96150964558358
Italy,Europe,2002,80.24,57926999,27968.09817,82.37567974513566
Italy,Europe,2007,80.546,58147733,28569.7197,83.99116186711876
Jamaica,Americas,1952,58.53,1426095,2898.530881,55.49800498395653
Jamaica,Americas,1957,62.61,1535090,4756.525781,57.48631569023081
Jamaica,Americas,1962,65.61,1665128,5246.107524,59.06855002443925
Jamaica,Americas,1967,67.51,1861096,6124.703451,60.76622425171858
Jamaica,Americas,1972,69,1997616,7433.889293,62.591675963186
Jamaica,Americas,1977,70.11,2156814,6650.195573,63.79606601987446
Jamaica,Americas,1982,71.21,2298309,6068.05135,65.06026585558675
Jamaica,Americas,1987,71.77,2326606,6351.237495,66.5812523311222
Jamaica,Americas,1992,71.766,2378618,7404.923685,68.33088456422703
Jamaica,Americas,1997,72.262,2531311,7121.924704,69.68385569972601
Jamaica,Americas,2002,72.047,2664659,6994.774861,71.08307504047274
Jamaica,Americas,2007,72.567,2780132,7320.880262,72.61679779794109
Japan,Asia,1952,63.03,86459025,3216.956347,50.771341991122725
Japan,Asia,1957,65.5,91563009,4317.694365,52.53493684619998
Japan,Asia,1962,68.73,95831757,6576.649461,54.642232422578445
Japan,Asia,1967,71.43,100825279,9847.788607,57.04989344398669
Japan,Asia,1972,73.42,107188273,14778.78636,59.95011722527843
Japan,Asia,1977,75.38,113872473,16610.37701,61.93059247484706
Japan,Asia,1982,77.11,118454974,19384.10571,64.19064703083505
Japan,Asia,1987,78.67,122091325,22375.94189,66.51542494449157
Japan,Asia,1992,79.36,124329269,26824.89511,69.27260209243761
Japan,Asia,1997,80.69,125956499,28816.58499,71.30058676133355
Japan,Asia,2002,82,127065841,28604.5919,72.67462888293429
Japan,Asia,2007,82.603,127467972,31656.06806,75.01710495053253
Jordan,Asia,1952,43.158,607914,1546.907807,50.27575537035109
Jordan,Asia,1957,45.669,746559,1886.080591,51.813355871506644
